,Unnamed: 0,rendimiento,riesgo,coeficiente_variacion,beta,alfa,sharpie,teynor
0,ENPH,1.7791274911542738,1.2442991835185022,0.6993873062526945,1.5259811747170702,0.005707472287772037,1.3976763098377567,1.1396782083348589
1,WKHS,1.6893891134009602,1.9792550909733493,1.171580351307492,0.7205734381821286,0.00601258420924909,0.8333383205243295,2.2889951613565698
2,APPS,1.5955770647498937,1.1262446229338368,0.7058541062135256,1.5772670448580284,0.0049487285167013,1.3812070957530145,0.9862483780544041
3,PLUG,1.5532196042087043,1.119213579381288,0.7205765214066283,1.3648079633334036,0.004956224716619014,1.3520382812413931,1.1087417752991566
4,RVP,1.4872901043321227,1.4686898968168802,0.9874938941225626,1.191532684159749,0.004839744562881142,0.9854293322701152,1.2146457445711871
5,KOD,1.4411734517964847,1.2378624499089963,0.8589267644126719,1.1730761213456822,0.004674626189713975,1.1319298455975413,1.194443758849292
6,CELH,1.3300032503939132,1.163725221908542,0.8749792314897546,1.27252590090693,0.004159409226645603,1.1085118944816472,1.0137343762311848
7,OESX,1.2969182107605892,1.1293233128712965,0.8707745049003475,1.1064532144737886,0.004165364383076456,1.1129834976707278,1.1359885753130188
8,AXSM,1.2609797574904849,1.2518294959571392,0.9927435301962688,1.0503608289934174,0.004070642523149325,0.9753562776989316,1.1624383962038791
9,CDLX,1.2519862274462403,1.2622135986434373,1.0081689166965186,1.4702796233383222,0.0036936712860771775,0.9602069164433192,0.824323624029001
10,PRTS,1.2504031624109395,1.1769308096747009,0.9412410693247336,0.9262661348878592,0.004130348570061525,1.02844037428631,1.3067552799579356
11,TSLA,1.2178645580386271,1.0214410969016263,0.8387148555720014,1.3026165769110218,0.0036968717603273796,1.153139972154523,0.9042296704313196
12,TGTX,1.2009107278887563,1.1493991923992195,0.9571062741856792,1.6050495956092599,0.0033844463978878643,1.0100152632485393,0.7232865146750102
13,NK,1.1828416644225064,1.7623821259337784,1.4899560769143336,1.2887274266253097,0.0035713702224076365,0.648464171081504,0.8867985896871747
14,RIOT,1.1798272432502883,1.68161358945115,1.425304932625982,1.5520131494494436,0.0033452640327248035,0.6778175737877501,0.7344185477130958
15,LEU,1.168050991727898,1.227585560764609,1.0509691524242801,0.5374153418072494,0.004125209360245844,0.9189184263663748,2.099030124325121
16,BASI,1.1257007214006804,0.9482862880190424,0.8423964469340609,0.5525579769809869,0.003947451561121565,1.1449081728986032,1.9648629947080445
17,SEDG,1.1144077839797422,0.9826728148403682,0.8817892597008559,1.2927656072054163,0.00330076304442623,1.0933525052835371,0.8310924872934233
18,EXPI,1.0886971589528374,0.965966067143504,0.8872679231317347,1.101944225620363,0.0033556714994452523,1.0856459606847066,0.9516789820850058
19,ACMR,1.0809462292591288,1.2962603753338773,1.1991904317223279,1.364068748295083,0.003112008613170009,0.8030379151187219,0.7631185968890369
20,EIDX,1.0725727369111382,1.0026749497800758,0.9348316578208408,1.0916817082794863,0.003301039809222559,1.0298180254105482,0.9458551234118364
21,PRVB,1.063232797889035,1.6869073254178406,1.5865832287783657,1.3859824962050122,0.003024976355376562,0.6065732138756253,0.7382725255843924
22,SNAP,1.0595076597238895,0.9081510840133652,0.8571444252229677,1.047152748018945,0.0032862537205592913,1.1226189977315335,0.9735997557688162
23,ROKU,1.0300127701324309,1.0424509432216704,1.012075746485784,0.9949486636491311,0.0032135367100473928,0.9496972270683736,0.9950390470412842
24,NTRA,1.025195779277508,1.0186884206330806,0.993652569805727,1.292259756786876,0.0029526904450551898,0.9671218002706282,0.762382155834626
25,ATLC,1.0085999511329182,1.3095095256611962,1.2983438321509717,1.273031567693866,0.0029035159443979216,0.7396662125415651,0.7608609053486124
26,CVNA,1.0012197936963907,1.2529670149454557,1.2514405156930053,1.8697030181530525,0.002388959185786554,0.7671549068977165,0.5141029267021838
27,SPWR,0.9961559132451422,1.1427841113539028,1.147194024709541,1.4834943179589364,0.0026835765302134,0.8366898907199063,0.6445295419538026
28,MLSS,0.9923366168213532,1.3568962846635988,1.3673750032625025,0.8101638192176145,0.0032167907000005365,0.7018492331250329,1.175486480920657
29,EVER,0.9906844848622206,1.1245131558375066,1.1350870766830452,1.1029256080665135,0.002972010584358209,0.8454187306987768,0.8619660998975445
30,RUBI,0.9877399070391378,1.1365964127485169,1.1507041526302133,1.5801496900259502,0.0025720179652597482,0.8338403116611229,0.5997785608675932
31,ATEC,0.9861990078320478,1.1381131697879974,1.1540400677241616,1.4332335308916182,0.0026855978043973296,0.8313751505118788,0.6601848110847749
32,CATS,0.981052523557486,1.3063214710370936,1.3315510022848924,1.3631070490853838,0.002722581708803398,0.7203835689926927,0.69037316195299
33,RUN,0.9644041265440114,0.9758612446399586,1.011879996964555,1.5196933231255778,0.0025300778506985922,0.9472700464552908,0.6082833374846804
34,CLCT,0.9563230505232024,0.7550228056709356,0.7895060202280642,0.9804254811768404,0.002937509025095334,1.213636255276992,0.9346177431285309
35,LSCC,0.9555580560417778,0.7665257075734008,0.8021759669408173,1.2731817405935713,0.0026961987915302145,1.1944257668019649,0.7191102627775157
36,ASPN,0.939900478203666,0.9606616675016172,1.0220887102192242,1.1307139881013926,0.002751014072495755,0.9367506882459752,0.7958692363174079
37,TTD,0.9311706029704871,0.96233274760691,1.033465558875048,1.4896359800151824,0.002424727963476845,0.9260524545035114,0.5982472328316105
38,MRSN,0.9057129723922782,1.3977086923944628,1.543213727747176,1.2739226635582452,0.0025008882757173146,0.6193801162595587,0.6795647782685804
39,VERI,0.8972466912717603,1.4105478653880466,1.5720847779206983,1.1803736834601604,0.0025439716077253877,0.6077402350581905,0.7262502572565138
40,NLTX,0.8914811610999385,1.2364193490181306,1.3869270635989617,0.6192177835775671,0.002978266136345454,0.6886669654402606,1.3750915811565618
41,IDN,0.8741874070538167,1.2663638021039425,1.4486182160548813,1.3818977667453696,0.002289843023638545,0.6587265094500444,0.603653488071325
42,ARVN,0.8674714701658116,1.1987096246773086,1.381843283500935,1.118750097527897,0.002477827617846057,0.6903018488639949,0.7396392384628846
43,FATE,0.8617621553174621,1.086566348602116,1.260865706271168,1.4308044726986329,0.0022014937551231802,0.7562926611657645,0.5743357467757567
44,INFU,0.8575956772879773,0.7964773882571748,0.928732979130585,0.9768577312724162,0.0025547595957943047,1.02651461214362,0.8369649449598044
45,DOCU,0.8538065506461908,0.7382320824000548,0.8646362362075283,0.7209978548923247,0.0027482443216420662,1.1023722350299885,1.1287225684849316
46,ISEE,0.8508339917469475,1.2966923865316122,1.5240251319405096,1.2301432440362967,0.0023221564534548853,0.6253094412898984,0.6591378651859042
47,ARWR,0.8507844625486249,0.9948855690156759,1.1693743983468847,1.2020926944144688,0.002344797888378725,0.8149524807670114,0.6744774893949027
48,CYRX,0.840641821082198,0.9087762302184549,1.0810504633811155,0.8474911681600465,0.0025938460987620787,0.8810109622802708,0.9447199583453344
49,VERU,0.8401171454759653,1.0578437686275406,1.2591622184168412,0.7443168060551539,0.0026757869925278827,0.7563660808949576,1.074968533515387
50,COUP,0.8364268363255243,0.7569605469832115,0.904993137604942,1.040865316393775,0.0024199626182158677,1.0521378419253178,0.7651583963666474
51,IPHI,0.8300298744213483,0.6786353964665465,0.8176035795574877,1.065386466914363,0.002375012729860577,1.1641448096206002,0.74154299773441
52,APPN,0.8282566444868505,1.0272114900108975,1.2402091753182498,1.2214262368765714,0.002241059881786044,0.7673752213173627,0.6453575506144184
53,GSHD,0.8181219243601716,0.8266601413505423,1.0104363625226744,1.0480085396677952,0.0023426440236675623,0.9412839514542553,0.742476702152471
54,PW,0.8154092482959684,1.0154373081985133,1.245310021097456,0.9107648883411328,0.002443772580879103,0.763620995639427,0.8513824569020207
55,BWEN,0.8111572060115466,1.2162427623133836,1.4993921687432692,0.6894402988472392,0.0026073351509098,0.6340487523598896,1.1185264442779743
56,TWST,0.8109839690551908,1.0011367733957919,1.234471717809826,1.1188980302367182,0.0022570528901207647,0.7701085301662252,0.6890565075819094
57,TTGT,0.8105241002161154,0.6826801873435854,0.8422700659506088,0.951363069716864,0.002391640502872161,1.1286750582499607,0.8099159245748648
58,IOVA,0.8061872056770149,1.048306760739183,1.3003267148836013,1.2451265404350522,0.0021355576014764613,0.7308807253487142,0.6153488667981536
59,OCUL,0.7977358255581652,1.199798452448475,1.5040047268893708,1.230346060902944,0.0021145766361180336,0.6315525945310435,0.6158721108125199
60,GROW,0.7939285766423335,1.1366970439726116,1.431737157994624,0.4403092932769104,0.00274284409596311,0.6632625470789024,1.7122704157147737
61,AVLR,0.7900090126640382,0.7590889515161792,0.9608611286046068,0.9696144363409452,0.0022966456839021696,0.988038373060226,0.773512629921604
62,ZYXI,0.7880208737403517,1.1189005783981945,1.419886979753871,0.9589519816729528,0.0022975594237008273,0.6685320288342419,0.7800399686701535
63,NVRO,0.7822271356324529,0.7582784495347138,0.9693839742872432,1.1251301549965518,0.0021396481687672077,0.9788319001916644,0.6596811331883001
64,MRTX,0.7771291599132683,0.8633762804467106,1.110981706751382,1.0867081178485578,0.0021510121514183907,0.853775088113236,0.6783138432540848
65,ZS,0.7672016008896696,0.8555380663593299,1.1151411380883758,0.7082746195095974,0.002420301248998829,0.8499932726362657,1.0267226593452934
66,AMD,0.7655575385464194,0.7870655763942286,1.0280946065643175,1.3302103850212312,0.001907584373345023,0.9218514445396088,0.545445702962873
67,RNG,0.7570505303483418,0.7728298207393534,1.0208431138457181,0.8416032165430012,0.002272110781584145,0.927824614301699,0.8520054537026648
68,ZG,0.7562994799998746,0.8996738921631733,1.189573596114759,1.349262394313966,0.0018559105505327176,0.7961767994374118,0.5308822679847072
69,GNRC,0.7552232982936754,0.5923030155565903,0.7842753486218164,1.1441191173185126,0.0020187062217399284,1.207529388688957,0.6251301000633167
70,TRUP,0.7522192407340024,0.8646592115358888,1.1494776585243545,0.8877881951559191,0.0022156410845280508,0.8236993618201229,0.8022400439881021
71,NEO,0.7398545652750512,0.7300291297346352,0.986719774396792,1.1916273138722566,0.001919997453912788,0.9586666295486695,0.5873099392131558
72,RDFN,0.7385540460445227,1.0115220227370358,1.3695978353303309,1.674292990312548,0.0015219971391706485,0.6905969720306573,0.4172232996771493
73,Z,0.7365371537202364,0.8906183290207167,1.2091967452316816,1.297599219187778,0.001820771031376002,0.7820826621501457,0.5367891282766248
74,YETI,0.7332378837459582,0.8723232599779953,1.1896865660043083,1.3257288084955725,0.0017849840064178527,0.794702967983962,0.522910778813534
