,rendimiento,riesgo,coeficiente_variacion,beta,alfa,sharpie,teynor
APA,-0.3164796498369977,1.4289479484695078,-4.515133750955187,2.115035211857076,-0.0029580200727008406,-0.24947000359167007,-0.1685454917433719
AIV,0.11931308749063611,0.6623620529213186,5.551461845904388,1.1784085711480687,-0.0004932318072564069,0.11974280099656864,0.06730525340066482
AAPL,0.6507362034043961,0.5243535196014684,0.8057850736723373,1.1900858579701936,0.0015731336947296286,1.1647413063396281,0.5131866741497674
AMAT,0.48998343916229575,0.6903053055256229,1.4088339530532075,1.5102895303781325,0.0006845273182632355,0.6518614815218065,0.2979451490004258
APTV,0.36959232839212786,0.8103731819152294,2.192613643905088,1.5112784214730584,0.0002134445223852075,0.40671672724061775,0.2180884234890821
ADM,0.12312728208246924,0.4486225373580119,3.643567288828236,0.9693196336707053,-0.0003081210883013274,0.18529448514115024,0.08575838061556178
ANET,0.15262374492093617,0.6607920188930743,4.329549240423796,1.0797081833480207,-0.0002827637397687792,0.17043750787062747,0.10430942976805643
AJG,0.2794228918342818,0.43839800711632193,1.568940913317596,0.9433848202222709,0.0003235212035792511,0.5461313417210739,0.2537913338248027
AIZ,0.21282407181049728,0.527318472272139,2.4777200613926498,1.0381247370405533,-1.3754677028835816e-05,0.32774135725953873,0.16647717335315368
T,0.040342249923568274,0.39925269220144816,9.896639204750983,0.816080400392057,-0.0005067537642021637,0.0008572263387408459,0.00041938260421871596
ATO,0.038611572921892545,0.4366696425913034,11.30929432672022,0.795295965558097,-0.0004965943864760049,-0.0031795823265116235,-0.001745799222221793
ADSK,0.4104932491143539,0.5790826026094144,1.4106994545191542,1.203490497512858,0.0006237724364274709,0.6397934378357557,0.30784891935583863
ADP,0.15423613322677082,0.48354422316850776,3.135090416572884,1.13103446140177,-0.0003182481604554813,0.23624754004549708,0.10100146116254495
AZO,0.18433990942608627,0.4690085649514264,2.5442594954701443,0.8726122573877242,9.716612667654782e-06,0.3077553806315564,0.16541127884014162
AVB,-0.011445732021233421,0.5297166358958932,-46.28071275067382,1.0212945352190044,-0.000876107757394256,-0.09711934369254774,-0.05037306109760149
AVY,0.2818464823804592,0.5241756325024607,1.859791288063287,1.0584398669321038,0.0002393263231813583,0.46138444327498157,0.22849336078151808
BKR,0.0016760985830940381,0.7752296772137868,462.5203344440106,1.476890935744587,-0.001195734678139387,-0.049435544772542674,-0.025949039627347056
BLL,0.34422685330509967,0.45389234094915354,1.3185849290695915,0.7976922436525723,0.0006952645817180038,0.6702621433728492,0.38138374257228325
BAC,0.10715754879275542,0.6277521135319749,5.8582164355593696,1.4144920473910612,-0.0007329011508491244,0.10698099989644196,0.047478208814693
BK,-0.040867523817328825,0.5381794491919013,-13.168878339619395,1.1137761249933675,-0.0010663224515005077,-0.15026126311354837,-0.07260662354188135
BAX,0.10872420232498398,0.42140848172700485,3.8759399721083856,0.7649632769508626,-0.00019802421511273073,0.16308215260248274,0.08983987126665488
BDX,0.08291633069230789,0.42471617078906215,5.122225829856493,0.6177163138673325,-0.00017896794183067734,0.10104708425058424,0.06947579289855872
BRK.B,,,,,,,
BBY,0.3282135916890667,0.6137099284644679,1.8698492201562034,1.1791791605918325,0.00032215847908528177,0.46962510841268473,0.2444188307605536
BIO,0.45942936667930523,0.5061439513622653,1.1016795792149878,0.7905904525777235,0.0011510557033584813,0.828676042755087,0.5305267288667022
BIIB,-0.14428677273514331,0.8229389833729294,-5.703495668889471,0.8466602924737525,-0.001252854835867401,-0.2239373470677236,-0.21766318129399748
BLK,0.33049005492732286,0.5195903278409562,1.5721814320712852,1.2231308667565284,0.0002952714655832852,0.5590751778124714,0.23749711729345696
BA,-0.23091587849777243,0.9241466071849169,-4.002092074382109,1.7265406510581518,-0.0023075276294329664,-0.2931524894334905,-0.1569125397260326
BKNG,0.11955417464855846,0.5751950978752884,4.811166984056662,1.1341274651599103,-0.0004562424603839147,0.13830815829693857,0.07014570856666578
BWA,0.04357290719551014,0.5939460597418984,13.631086332543358,1.0877250973641828,-0.0007152698459301975,0.006015541541032795,0.0032847520059692856
BXP,-0.07050588422549604,0.6062508417819761,-8.598585046363352,1.159463993492553,-0.0012192900900047437,-0.18227749408261754,-0.09530773257790329
BSX,0.012440488103681998,0.5049788957393825,40.59156614521615,1.067659811653944,-0.0008205464557772832,-0.05457557163050503,-0.025813008596459887
BMY,0.15383749013028422,0.3659836061230599,2.3790274127139632,0.6419380792388767,7.834979961299508e-05,0.31104532614503777,0.17733406665212523
AVGO,0.33798019273496316,0.5938241594225714,1.7569791727062407,1.30783600027974,0.00025557452007187744,0.5017987025396813,0.22784217032657506
BR,0.2446994553740573,0.41003289169166107,1.6756591920683621,0.8260465886471308,0.00028340346668996174,0.4992269145275994,0.2478061869480106
BF.B,,,,,,,
CHRW,0.07865524279346113,0.4235203555828263,5.384515266133473,0.5774840000584024,-0.00016286118728340947,0.0912712748842162,0.06693733989089191
COG,-0.16922674968541596,0.5999140211063512,-3.545030689424463,0.741497912642183,-0.0012646678417430903,-0.3487612263163371,-0.2821676853274978
CDNS,0.5813384966039324,0.5278704672501143,0.908025995756056,1.155527456081877,0.0013301816111911796,1.0255138906027048,0.46847739857215037
CPB,0.21895923164750059,0.400149490709756,1.8275068271793675,0.3883761755950764,0.0005391469101369627,0.44723093694328026,0.46078838737545186
COF,0.11876208571767924,0.7692150140939338,6.476940931489774,1.628705708115264,-0.0008619542962606268,0.1023928086095068,0.048358696924334234
CAH,0.11405039844669736,0.5363184310777984,4.70246871893615,0.9642462210807338,-0.00033944758865568745,0.13807170172743066,0.0767961510533079
KMX,0.17321886816448248,0.6394764926068943,3.691725384094244,1.1496845290797226,-0.000259279178012312,0.20832488716106123,0.11587428098307885
CCL,-0.4375709946387392,1.2678146866678084,-2.8973919711349296,2.0291757474491643,-0.0033611381442032015,-0.3766883280820298,-0.2353522090134795
CARR,1.4541058500918362,0.5555040257266297,0.38202447620408514,,,2.545626646435385,
CTLT,0.5997414496924214,0.5941153269677069,0.9906190863953127,1.132357743421608,0.0014209297473510732,0.9421427529050199,0.4943150280414642
CAT,0.20838771761263106,0.5231794723681111,2.5106060873541596,1.0632652136548648,-5.155011185181105e-05,0.32185459580522835,0.15836850058680618
CBOE,-0.007071486580473688,0.4766644463025444,-67.40654046049461,0.7340387033410304,-0.0006251765805926446,-0.09875183044509445,-0.06412670934955392
CBRE,0.20237612449842146,0.6641771477559507,3.2818947857711906,1.3507853851736262,-0.0003090923670651995,0.24447713241420635,0.1202086773226008
CDW,0.2642944956267244,0.5596297878697432,2.1174477604714657,1.2421944007792707,2.1176148596728592e-05,0.40079084510585444,0.1805631191752409
CE,0.18235153157420794,0.5945188169781181,3.2602896824926244,1.2965104723231762,-0.0003431302468345825,0.2394399092324227,0.10979589799929092
CNC,0.041386992395208426,0.6372108581076243,15.396404068767204,1.1114476634007795,-0.0007431202336323221,0.0021766615831492367,0.0012479151658518412
CNP,-0.1150787619796,0.6248723204019488,-5.42995344799347,1.2274821203651685,-0.0014487739190606245,-0.24817671853322876,-0.12633891720839485
CERN,0.21518962156137847,0.3741738307077893,1.7388098366122355,0.6871491535654545,0.0002812019102446504,0.4682038325074439,0.25495137504333804
CF,-0.03574013230617231,0.6584220521362211,-18.422485023160135,1.2305113884570176,-0.0011413234112975174,-0.11503280010205737,-0.061551752398769415
SCHW,0.12487824708053873,0.6038969498499258,4.835885864576957,1.1427470674696363,-0.00044246219984960265,0.14055087892335238,0.07427562012343035
CHTR,0.3894678916479622,0.4107568756837317,1.0546617179292728,0.7492018757942276,0.0009114615913188235,0.8507901202292719,0.46645357271361865
CVX,-0.0951806794333152,0.6446190110251203,-6.7725825751932005,1.3414690752675267,-0.0014638395712989478,-0.20970631818372992,-0.1007706267148621
CMG,0.5100937760640069,0.5590815374804873,1.0960367754229046,0.8584993461263954,0.0012936814499717184,0.8408322302726976,0.5475761608731566
CB,0.10561420222738648,0.5142739170243213,4.869363269128275,1.0321002153323613,-0.00042763889120885036,0.12758609771042193,0.06357347983524751
CHD,0.151998634218479,0.3834328798928143,2.522607402785459,0.5002241102343681,0.00018653083602304627,0.2920944970858716,0.22389691325754912
CI,0.05024823704539058,0.6135913068442469,12.211200689289326,1.2198246557068684,-0.0007967316721656599,0.01670205710393478,0.008401401789548102
CINF,0.0851242189573827,0.6169589237838862,7.247748423897617,1.2021732661626665,-0.0006461280286107487,0.07313974596660379,0.03753553687100286
CTAS,0.3606354488438985,0.5647607484845489,1.566015626847061,1.2346260834384735,0.0004036690825419552,0.5677367800511558,0.2597024744130777
CSCO,0.04040034057708011,0.4835569278434048,11.969129985942146,1.031895332238973,-0.0006822137505801527,0.000827907851233926,0.00038796626418637433
C,0.07440623563665624,0.7202730470281457,9.680278015211174,1.6183553227141736,-0.0010267934721447179,0.04776832310832224,0.02126000091188436
CFG,0.1015749686502878,0.8113447896139244,7.987644991624869,1.6304158845793106,-0.0009304836633086339,0.07589248053172071,0.03776641851485379
CTXS,0.12455676264475557,0.4390828249715245,3.5251624692897554,0.5620218666134653,2.902877194457446e-05,0.19257588280807672,0.15045101920013035
CLX,0.15604739455794298,0.3731357331493128,2.3911692611488067,0.28852409793456174,0.00037468340625381716,0.3110058465279867,0.4022104059545935
CME,0.01785520492141028,0.518316564616233,29.028877960102076,0.969951790676309,-0.0007198547551999459,-0.042724459510542476,-0.022830820347420597
CMS,0.13141844895269997,0.41392137131117684,3.149644320183349,0.7336861597309872,-8.391327728556118e-05,0.2208594561404601,0.12460157213026804
KO,0.09256432628595464,0.3896516307567669,4.209522678888564,0.7976455576232214,-0.0002877541590917761,0.13490082457467498,0.06589935314450043
CTSH,0.12651918567856918,0.5368723552186254,4.24340666073039,1.1613340045171974,-0.00045118321706194846,0.1611541083044531,0.07449982980093474
CL,0.19937990258035562,0.35419858351591493,1.776500935811036,0.6690532972050272,0.00023417635857744942,0.44997329181355783,0.23821704974202473
CMCSA,0.19970309670884415,0.4261165490716837,2.133750332840044,0.9138653891951248,3.6146423902931775e-05,0.37478736053965833,0.17475560251767558
CMA,-0.08051050433792835,0.8130259258559054,-10.098383217714987,1.4967422508618422,-0.0015329363125346266,-0.14822467587495694,-0.08051520177808634
CAG,0.2734782605829667,0.4920091643245693,1.7990796170626717,0.4730847454788328,0.0006831537731804133,0.47454047101640046,0.4935231220500497
CXO,-0.3413874294481767,0.8337759838763473,-2.4423160080149238,1.3801131684551906,-0.002457043406405319,-0.45742194165278105,-0.2763450405122046
COP,-0.20960326535669896,0.7823314218328501,-3.732439093930588,1.4926564099127861,-0.0020338787792299846,-0.3190505435304224,-0.167220844461642
ED,0.004051108258067966,0.4313250969015026,106.47088880987052,0.6402952723494159,-0.0005054159066348928,-0.08334523541564594,-0.056144240468972796
STZ,0.14010406080746465,0.5386296920144688,3.8444973608200437,0.943961755154243,-0.0002211626413728059,0.1858495034558467,0.1060467336318172
COO,0.1888873494062248,0.4459662324205374,2.3610169438157222,0.8987316104557663,6.2172569670850735e-06,0.33385341441238753,0.16566386190725038
CPRT,0.46128389566014333,0.48492751331467626,1.0512561090403916,0.9955054477259221,0.0009914862869476182,0.8687564307920931,0.4231859269303861
GLW,0.1207499211301283,0.580111310300822,4.804237591804758,1.322228872902589,-0.0006046979302579387,0.13919728799677203,0.061071061739004465
CTVA,0.1941526922590977,0.5971958613941859,3.0759082165969924,,,0.2581275293824373,
COST,0.3324606571604378,0.32864518845512697,0.9885235482059773,0.6083322613760466,0.0008034537912771529,0.8898978820752468,0.4807580918014973
CCI,0.2147293404919657,0.4641468893243498,2.1615438684855284,0.8744070832109566,0.00012696422687272604,0.3764526801985381,0.19982608083449283
CSX,0.1885160187304767,0.5131010243669348,2.7217900517012334,1.1776788292976947,-0.00022231380142270524,0.2894479092372035,0.12610910125559766
CMI,0.27505612993459233,0.4877811201698778,1.7733875637887835,0.9775595189476657,0.00027864318972053385,0.48188853609735893,0.24045198822024483
CVS,0.043247355633069307,0.4720407394734315,10.914904103696994,0.8397064950402092,-0.0005146388192713791,0.006879396970464412,0.0038672508218646168
DHI,0.3130056509680378,0.6533730386756094,2.0874161110347744,1.132316085509251,0.0003009019457398161,0.4178403986816195,0.24110374696766362
DHR,0.4097132795182669,0.3896520093661309,0.951035831262966,0.7941883701033015,0.0009539233071491194,0.948829392974774,0.46552341161855304
DRI,0.07690933466927975,0.8508657702605655,11.063231451934934,1.5531663980735764,-0.0009639478644486642,0.04337856329321697,0.02376392813742246
DVA,0.38862980665790203,0.5182433154828419,1.3335140707285849,0.8388366540074758,0.0008352194852520621,0.6727145266371402,0.4156110787390498
DE,0.29935326558430675,0.5239700173484118,1.7503400750470393,1.1180031770413612,0.0002592239213659042,0.49497730213034474,0.23197900588319334
DAL,-0.09065717534084626,0.843254140629884,-9.301570862532154,1.3654379877335956,-0.00146568183290996,-0.15494400684857534,-0.09568883868370753
XRAY,0.1627596003241249,0.5447669852277055,3.3470651448076696,0.9285130178876048,-0.00012008819815711113,0.22534331861688164,0.13221096307664776
DVN,-0.19278669692527406,1.0808028686820395,-5.606210832591675,1.815159665362482,-0.0022307269549000598,-0.21538312274202281,-0.1282458515178538
DXCM,0.5164145724499556,0.7139017013379378,1.3824197445689244,0.8904283696225375,0.0012923798312823042,0.6673391750672358,0.5350397501956424
FANG,-0.35581776959148564,1.156663551165818,-3.250718907304105,1.66884203464606,-0.0027484553455438816,-0.3422064862271618,-0.2371810880683105
DLR,0.15852160320261954,0.4757324089302722,3.001057264871333,0.7929155027896898,-2.6257984557297577e-05,0.2491350199771468,0.14947570426562312
DFS,0.2198492310715633,0.8854444131926636,4.027507437151063,1.8664822167465291,-0.0006606476399256939,0.20311747230193425,0.09635732366368806
DISCA,0.07328316145421136,0.5957417946141313,8.12931351203184,0.9491361858187104,-0.00048639409087369764,0.055868434538438316,0.03506679225963955
DISCK,0.0337501082339055,0.5840578916210456,17.3053635138953,0.9437838734897599,-0.0006364629617712945,-0.0107008086968023,-0.006622164185731144
DISH,0.0497378239595032,0.7172580661205571,14.42077696653059,1.4576784287771845,-0.0009923533765899934,0.013576457929810803,0.006680365001814599
DG,0.3240102516536176,0.3712718616847726,1.1458645514762291,0.5211111866941779,0.0008414478251380063,0.7649657325627218,0.5450089326527803
DLTR,0.044727957730540856,0.553627198909958,12.3776543128848,0.754931920187819,-0.00043984339140427784,0.008539966497039482,0.006262760394824198
D,0.06197821389518363,0.4722485569642325,7.619589647466935,0.8639987516413681,-0.00046124682608213576,0.046539504612712314,0.02543778431789498
DPZ,0.22946578914512447,0.5087089490478008,2.2169271983549166,0.42494388944994677,0.0005504197356294581,0.3724443800325622,0.4458607214951875
DOV,0.280598383067377,0.5166161660469988,1.841123104130466,1.1971989375652772,0.00012149234070151622,0.465719810722084,0.2009677552476598
DOW,0.10613782052269881,0.6955484708374281,6.553257523209429,,,0.0950872919655334,
DTE,0.0786545217659049,0.49867931935604504,6.340122705726146,1.0501179868786168,-0.0005476177401731739,0.07751378544396083,0.03680969400476804
DUK,0.07097957485819759,0.4324703945374103,6.092885106756361,0.8632010879889931,-0.0004254359115314527,0.07163397830118458,0.03588917494343174
DRE,0.23382124271603635,0.4953274285627984,2.1184021725705544,1.0730926071202644,3.97994803565992e-05,0.3912992326679995,0.18061930669355014
DD,-0.02560721264475365,0.611070921877914,-23.863234564231607,1.1852744631246397,-0.0010649159967574436,-0.10736431778349508,-0.0553519161054047
DXC,-0.3850987799696858,1.0837518901089256,-2.814217926616741,1.9818503238080842,-0.003117642689804134,-0.39224732510220583,-0.21449590560041248
EMN,0.1778895838268011,0.5862290291689375,3.2954657409267343,1.223407351722648,-0.000301049200772774,0.23521452702927226,0.11270946151553066
ETN,0.5724130555112752,0.7581739532938281,1.3245224685111918,1.2698680550625105,0.0012022361812573888,0.7022307389989432,0.4192664374765035
EBAY,0.29958874498982657,0.44436880078887586,1.4832626666397823,0.6690732443217603,0.0006256009110341805,0.5841741016223141,0.3879825522734387
ECL,0.20170012934096868,0.5093911074855244,2.525487262451936,1.1003002528050358,-0.00010782235039879812,0.3174380686368063,0.14696000380690688
EIX,0.06888985026496346,0.5276739750314344,7.659676614216754,0.951694203953249,-0.0005056378500559499,0.05474943171726906,0.03035623222770267
EW,0.29447592753986257,0.5126001796537385,1.7407201462481137,0.9780246761474289,0.00035412310695378743,0.49644135456948363,0.2601937698977878
EA,0.23804996484858754,0.5120291215435647,2.1509313049856678,0.6636456578807607,0.00038963344720446835,0.3867943375008543,0.29842727439975475
EMR,0.16312306342493318,0.5879682760698518,3.604446015939531,1.2533651844505174,-0.00038311847763144676,0.20940426284207536,0.09823399034249627
ETR,0.11229393552750618,0.4926912225670996,4.387514074136407,0.9900154741978165,-0.00036728656171804256,0.14673274500574338,0.0730230359137407
EOG,-0.30472527673347416,0.8444731173195515,-2.771260482136387,1.4150900922311096,-0.0023423052841049273,-0.40821344062161413,-0.24360659340774632
EFX,0.36641859685438577,0.4602779078566971,1.2561532406053366,0.9163269341608875,0.0006853749942129966,0.7091771976942525,0.3562250379045102
EQIX,0.35930003112967773,0.45772990136790465,1.273948961063969,0.847503085256486,0.0007135950304954086,0.6975730232511889,0.3767538274306644
EQR,-0.027258555174678956,0.5287627436534594,-19.39804733835043,0.977550556247379,-0.0009022662527868636,-0.12719987552443537,-0.06880314756596437
ESS,0.008135497215418295,0.5318782396704561,65.37747178653653,1.0109665748026972,-0.0007912109725390945,-0.059909393556548736,-0.031518848969661006
EL,0.34630787405535696,0.4876497790522745,1.408139449276063,0.9887569976137681,0.0005478548646006675,0.6281308578682279,0.30979085335890394
ETSY,0.6145118819212874,0.8654329975978523,1.4083258974457151,1.1211011438408442,0.00148779032697272,0.6638432825139982,0.5124532118065943
EVRG,0.01375235956056041,0.5169524989946545,37.59009475560779,0.9930834118464829,-0.0007547120866844983,-0.050773795446360744,-0.026430448969675387
ES,0.1701565705680266,0.46948566567679906,2.759139209902589,0.8252160703812425,-7.10358307673257e-06,0.27723225666623086,0.15772423155537366
RE,0.06523121035734528,0.5261805845563502,8.066393091188447,1.0286892782618833,-0.0005826082362933889,0.047951617938580916,0.024527533134181188
EXC,-0.007050897073063307,0.5128635971776018,-72.73735410731005,1.1238898934285944,-0.0009424594957110285,-0.09174154167305786,-0.04186432972497644
EXPE,0.07754726349858294,0.8015405184889807,10.336154782607224,1.3133890887045119,-0.0007662621723483135,0.04684387455466998,0.028588073268994835
EXPD,0.17512213916674757,0.3801203416496269,2.1706012926651406,0.7698748052093809,5.7344433336142114e-05,0.35547200284086716,0.17551183420010574
EXR,0.15195923819927862,0.4500066862948814,2.9613644529116736,0.6556956585904352,5.9813344739463245e-05,0.2487946104114411,0.1707487867770241
XOM,-0.2145231735128463,0.5583629551314857,-2.602809505323905,1.1200484588857527,-0.001749770906677766,-0.455838216295904,-0.2272430014019672
FFIV,0.036137350033972,0.4853718990399765,13.431308565339963,0.8288520443556873,-0.0005335760743629314,-0.007958124427203119,-0.0046602406211480795
FB,0.3400783324258258,0.534402788951396,1.5714108721347433,1.0496161086382598,0.00047397758061179843,0.5615208951559532,0.28589341375023136
FAST,0.33545382205619373,0.48297053683678054,1.43975267259252,0.9816611439955474,0.0005112326942889838,0.6117429522539221,0.3009733285903938
FRT,-0.1498620925713149,0.6847025448368133,-4.568884186045806,1.1642315404231454,-0.001533156361355047,-0.2772913493648036,-0.1630793239825032
FDX,0.22870969055358423,0.6167456782191462,2.6966311603427635,1.1661692503250782,-5.593775102949482e-05,0.30597651060723063,0.16182015646612188
FIS,0.16990979151627936,0.49058203405302014,2.8873087870631435,1.128873151431074,-0.00025526349076282343,0.26480747866571736,0.1150791755048763
FITB,0.09016444359125657,0.7787107324723002,8.63656117041478,1.6382473328572864,-0.0009814313173628617,0.06441986927801972,0.030620799793254765
FE,-0.08343764793712395,0.56706863238541,-6.796316128334964,0.9584123473250569,-0.001106136130365357,-0.21767673415098923,-0.12879388321909693
FRC,0.2728749215166543,0.5305710344829585,1.9443744831295398,1.0651841110532132,0.00019879092545112753,0.43891374836093516,0.21862410366447968
FISV,0.21742989379834546,0.5221594063133214,2.4015069740023702,1.1737914349489187,-0.00010620439389537469,0.33980024424165745,0.15115964260385567
FLT,0.1822215875033788,0.5856412836441915,3.213896287855205,1.1733480455100933,-0.00024337589352170052,0.24284761248113448,0.1212100604314301
FLIR,0.1146846996400342,0.6439863817460112,5.6152772232679595,0.870304568900802,-0.0002604954472582592,0.11597248289248746,0.08581444049450555
FLS,-0.03675812498228176,0.7064725237340275,-19.219492944065102,1.3558577169708597,-0.0012473397256139325,-0.108649837613755,-0.056612227095456706
FMC,0.2830342342807423,0.5731163542484229,2.024901177431234,1.218273696478702,0.00011385120771306755,0.42405740558468996,0.19949066862660533
F,0.0642882071109064,0.6197386641431143,9.640005406807752,1.1318008381940332,-0.0006702311256662248,0.03919104699476616,0.02145978894101374
FTNT,0.37268310576338615,0.6261675117761961,1.680160710514593,1.0633704573411635,0.0005901430731444229,0.5313004898955749,0.312857201802674
FTV,0.10247050878892804,0.5118791658806167,4.99538034826197,1.0656214200127396,-0.00046720730871307065,0.12204151478104455,0.0586235483030936
FBHS,0.3883559942811779,0.6262220218040127,1.6124948012276972,1.290356772946402,0.00046658418322529727,0.5562819290155883,0.26996874165719414
FOXA,-0.13870234538257006,0.5422343181029929,-3.9093377736865036,,,-0.3295666456666932,
FOX,-0.16411836092579513,0.5323335213441126,-3.243595161085012,,,-0.38344074295830105,
